Link,Website,Title,Description,Author,Date,Type,Keywords,
https://arxiv.org/abs/1901.04620,Blockchain@UBC,Selfish Mining in Ethereum,,,18-Apr-19,Research paper,,
https://www.emeraldinsight.com/doi/abs/10.1108/RMJ-12-2018-0045,Blockchain@UBC,The Margin Between the Edge of the World and Infinite Possibility,,,10-Mar-19,Research paper,,
https://www.researchgate.net/publication/329592797_Distributed_Resource_Allocation_in_Blockchain-based_Video_Streaming_Systems_with_Mobile_Edge_Computing,Blockchain@UBC,Distributed Resource Allocation in Blockchain-based Video Streaming Systems with Mobile Edge Computing,,,14-Dec-18,Research paper,,
https://www.mdpi.com/2071-1050/10/11/3926/htm,Blockchain@UBC,"How Blockchain Can Shape Sustainable Global Value Chains: An Evidence, Verifiability, and Enforceability (EVE) Framework",,,28-Oct-18,Research paper,,
https://icomplyico.com/2018-research-paper/,Blockchain@UBC,Legitimating The Initial Coin Offering: A Multidisciplinary Study,,,17-Oct-18,Research paper,,
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3256289,Blockchain@UBC,"Initial Coin Offerings, Blockchain Technology, and White Paper Disclosures",,,11-Oct-18,Research paper,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?tp&amp%3Barnumber=8466786&amp%3Btag=1,Blockchain@UBC,Decentralized Applications: The Blockchain-Empowered Software System,,,16-Sep-18,Research paper,,
,Blockchain@UBC,Bringing the Inside Out and the Outside In: How Hiring Processes Bridge Across Startup-Ecosystem Boundaries,,,14-Aug-18,Research paper,,
https://www.researchgate.net/publication/328318829_Building_Trust_Protecting_Privacy_Analyzing_Evidentiary_Quality_in_a_Blockchain_Proof-of-Concept_for_Health_Research_Data_Consent_Management,Blockchain@UBC,Building Trust & Protecting Privacy: Analyzing Evidentiary Quality in a Blockchain Proof-of-Concept for Health Research Data Consent Management,,,2-Aug-18,Research paper,,
http://cse.stfx.ca/~cybermatics/2018/Proceedings/pdfs/iThings!GreenCom!CPSCom!SmartData!Blockchain!CIT!Cybermatics2018-1Q1rrimpxFNyCxx89cHrQN/5NoY0Vs7OfzWdQLxuu94i2/65kbUDS3mrmZbziXv0cN68.pdf,Blockchain@UBC,A Strong Adaptive Strategic Double-spending Attack on Blockchains,,,2-Aug-18,Research paper,,
https://journals.aom.org/doi/abs/10.5465/AMBPP.2018.15695symposium,Blockchain@UBC,Self-Organized Governance in Blockchain-based Tokenized Markets,,,8-Jul-18,Research paper,,
https://journals.aom.org/doi/10.5465/AMBPP.2018.16585symposium,Blockchain@UBC,Digital Ledger Technology: How Blockchain is Changing Organizations and Markets,,,7-Jul-18,Research paper,,
https://slais.ubc.ca/2018/05/ischool-presence-at-ubc-cybersecurity-summit/,Blockchain@UBC,A Million Ways to DAO: Identifying and Preventing Smart Contract Security Risks,,,10-May-18,Research paper,,
https://www.alastore.ala.org/content/archival-futures,Blockchain@UBC,"The Future of Archives as Networked, Decentralized, Autonomous and Global.",,,30-Apr-18,Research paper,,
https://www.nature.com/articles/s41534-018-0070-6,Blockchain@UBC,Quasi-cyclic multi-edge LDPC codes for long-distance quantum cryptography,,,26-Apr-18,Research paper,,
http://dcicblog.umd.edu/cas/wp-content/uploads/sites/13/2017/06/Lemieux.pdf,Blockchain@UBC,A Typology of Blockchain Recordkeeping Solutions and Some Reflections on their Implications for the Future of Archival Preservation,,,12-Dec-17,Research paper,,
https://doi.org/10.1515/eplj-2017-0019,Blockchain@UBC,Evaluating the Use of Blockchain in Land Transactions: An Archival Science Perspective,,,6-Dec-17,Research paper,,
https://slais.ubc.ca/2018/11/dr-lemieux-wins-literary-award-for-blockchain-article/,Blockchain@UBC,Blockchain Recordkeeping: A SWOT Analysis,,,29-Nov-17,Research paper,,
https://www.researchgate.net/publication/317433591_Blockchain_and_Distributed_Ledgers_as_Trusted_Recordkeeping_Systems_An_Archival_Theoretic_Evaluation_Framework,Blockchain@UBC,Blockchain and Distributed Ledgers as Trusted Recordkeeping Systems: An Archival Theoretic Evaluation Framework,,,16-Nov-17,Research paper,,
https://www.mdpi.com/1999-5903/9/4/85,Blockchain@UBC,Blockchain-Empowered Fair Computational Resource Sharing System in the D2D Network,,,16-Nov-17,Research paper,,
https://maddevs.io/blog/an-intro-to-the-ethereum-scaling-the-best-layer/,Custom Software Development Company,An Intro to the Ethereum Scaling: The Best Layer 2 Solutions,Check the article to explore layer 2s and the best Ethereum layer 2 solutions and how it allows the platform to perform cheaper and faster transactions.,,,website,,
https://maddevs.io/faq/,Custom Software Development Company,Mad Devs: Frequently Asked Questions,"FAQs. Have a question? Find answers on our Frequently asked questions page. Discover more about Mad Devs' team, expertise, pricing, and more.",,,website,,
https://maddevs.io/expert-kubernetes-services/,Custom Software Development Company,Expert Kubernetes Services - Transform Your Cloud Enviroment with Mad Devs,"Get professional K8s services for seamless deployment, scalability, and efficiency of your cloud enviroment. Trust our certified experts to manage your Kubernetes infrastructure.",,,website,,
https://maddevs.io/team/,Custom Software Development Company,The management and development team at Mad Devs,Employees are our company's greatest asset - they're our competitive advantage. Meet Mad Devs experts who will make your project succeed.,,,website,,
https://maddevs.io/glossary/,Custom Software Development Company,Your Ultimate Business and Tech Glossary | Mad Devs,"From B2B to UX, our glossary covers all the essential terms of business and tech areas.",,,website,,
https://maddevs.io/software-audit-review/,Custom Software Development Company,Tech Audit and Information System Security Services,"Assess your tech infrastructure's security, performance, and efficiency and identify improvement areas based on a technical audit by Mad Devs.",,,website,,
https://maddevs.io/project-discovery/,Custom Software Development Company,Discovery Phase Services for Product Development by Mad Devs,"Identify risks for a product launch, define software development scope, and estimate a future business vision with project discovery phase services.",,,website,,
https://maddevs.io/sustainability-policy/,Custom Software Development Company,Approach to Mad Devs' Sustainability Policy,"Discover how we assess and review our processes to ensure compliance with environmental, resource efficiency, and occupational health and safety requirements.",,,website,,
https://maddevs.io/e-learning/,Custom Software Development Company,E-Learning Solutions and EdTech Software Development Services,Discover how Mad Devs develops advanced e-Learning platforms and software that help people reach new knowledge in the most effective and accessible way.,,,website,,
https://maddevs.io/blockchain/,Custom Software Development Company,Blockchain Technology Solutions and Services from Mad Devs,Find out how Mad Devs develop various blockchain-based EVM compatible solutions for decentralized systems to help digital future become secure and accessible.,,,website,,
https://maddevs.io/blog/ethereum-vs-cardano-vs-polkadot-vs-solana/,Custom Software Development Company,Ethereum vs Cardano vs Polkadot vs Solana Comparison,Check the comparison of the largest cryptocurrencies in the market – Ethereum vs Solana vs Cardano vs Polkadot and explore which is the best for a successful blockchain startup.,,,website,,
https://maddevs.io/blog/authors/pavel-zverev/,Custom Software Development Company,Pavel Zverev - Backend Developer,Read writing from Pavel Zverev on our IT blog. Insightful articles on best custom software development practices. Quality content curated by Mad Devs.,,,website,,
https://maddevs.io/cloud-infrastructure-optimization/,Custom Software Development Company,Cloud Infrastructure Optimization Services,Get our experts' customized strategies for your infrastructure to reduce cloud costs and enhance overall system performance.,,,website,,
https://maddevs.io/development-process/,Custom Software Development Company,Software Development Approach at Mad Devs,Discover the transparent and streamlined development processes at Mad Devs that enable the delivery of the needed solutions at the right time.,,,website,,
https://maddevs.io/fintech/,Custom Software Development Company,Fintech and Banking Solutions from Mad Devs,"Find out how Mad Devs develop and maintain a broad range of financial solutions, from specialized local applications to highly loaded and scalable global fintech platforms.",,,website,,
https://maddevs.io/writeups/,Custom Software Development Company,Technical and Cybersecurity Write-ups,"Get the latest tech insights with our comprehensive technical and cybersecurity walkthroughs. Uncover innovative tech solutions with our Cybersecurity, ML, DevOps and other experts.",,,website,,
https://maddevs.io/expertise/,Custom Software Development Company,Mad Devs Expertise in Software Development,"We develop, design, automate and manage, applying our engineering expertise to the best solutions for your business.",,,website,,
https://maddevs.io/cybersecurity/,Custom Software Development Company,Mad Devs' Managed Cybersecurity Services and Solutions,Discover our solutions for businesses seeking reliable digital protection. Stay ahead of cyber threats with our managed cybersecurity services.,,,website,,
https://maddevs.io/blog/,Custom Software Development Company,Blog about IT Solutions and Software Development,"IT blog about developing and managing enterprise-level software solutions for blockchain, fintech, transportation & logistics, security, edtech, and advertising industries.",,,website,,
https://maddevs.io/open-source/,Custom Software Development Company,Open Source Projects | Mad Devs,Discover how Mad Devs open-source projects and boilerplate solutions help the community to make development productive and faster.,,,website,,
https://maddevs.io/mobile-development/,Custom Software Development Company,Custom Mobile App Development Services by Mad Devs,"We provide a complete cycle of mobile app design, integration, and management services. Discover the best iOS and Android solutions that you'll be ecstatic to use yourself.",,,website,,
https://maddevs.io/checklists/,Custom Software Development Company,Unleash Productivity: Discover the Power of Expert-Crafted Checklists,"Boost your project's success with our easy-to-follow checklists. Discover tools and strategies that save time, enhance team collaboration, and improve project outcomes.",,,website,,
https://maddevs.io/tag/blockchain/,Custom Software Development Company,Top articles about Blockchain | Mad Devs Blog,Discover articles about Blockchain. Quality content curated by Mad Devs.,,,website,,
https://maddevs.io/blog/how-to-choose-a-metaverse-development-company/,Custom Software Development Company,How to Choose a Metaverse Development Company: A Client's Guide,"The metaverse is reshaping digital interaction, but finding the ideal development company can be complex. This guide helps clients navigate in metaverse changing market, and select the right team and tech for development.",,,website,,
https://maddevs.io/frontend-development/,Custom Software Development Company,Frontend Development Services by Mad Devs,Searching for frontend solutions for a perfect performance? Get great visuals and a phenomenal navigating experience with frontend solutions from Mad Devs.,,,website,,
https://maddevs.io/blog/paypals-crypto-stablecoin-protections-and-potential/,Custom Software Development Company,PYUSD – What Potential Does PayPal Have on the Crypto Market?,"Discover the potential of PayPal's crypto into the stablecoin market and its impact on the financial industry. Learn about PYUSD's licensing, regulations, and opportunities for investors.",,,website,,
https://maddevs.io/design/,Custom Software Development Company,Smart Design Services for Complex Projects from Mad Devs,Learn how Mad Devs combines innovative intuitive interface and functionality to make your solution stand out.,,,website,,
https://maddevs.io/transparency/,Custom Software Development Company,Building Trust Through Transparency: Our Customer Relationship Philosophy,"Explore our transparency-focused approach, ensuring project longevity and client satisfaction, and learn how it improves project outcomes and workflow efficiency.",,,website,,
https://maddevs.io/case-studies/,Custom Software Development Company,Solid Software Solutions and Case Studies by Mad Devs,"Discover how Mad Devs helps Clutch, RociFi, GoDee, Lido, and many other world-class brands and startups with their growth and maintenance.",,,website,,
https://maddevs.io/blog/build-your-own-defi-company-list-of-the-best-analytics-tools/,Custom Software Development Company,Build Your Own DeFi Company: List of the Best 9 Analytics Tools,Explore the nine most useful tools for every investor in DeFi and describe the process of developing a tool that displays DeFi statistics.,,,website,,
https://maddevs.io/healthtech/,Custom Software Development Company,Healthcare Technology Solutions from Mad Devs,Discover how Mad Devs creates digital healthcare products to improve patients' lives and optimize healthcare providers.,,,website,,
https://maddevs.io/contact-us/,Custom Software Development Company,Get in touch with Mad Devs,"Mad Devs company's contact details, addresses, and phone numbers. Contact us, and we help to make your business grow.",,,website,,
https://maddevs.io/blog/authors/mamed-nuriev/,Custom Software Development Company,Mamed Nuriev - Delivery Manager,Read writing from Mamed Nuriev on our IT blog. Insightful articles on best custom software development practices. Quality content curated by Mad Devs.,,,website,,
https://maddevs.io/transportation/,Custom Software Development Company,Transportation and Logistic Solutions from Mad Devs,Discover how Mad Devs successfully develop highly scalable transportation and logistic solutions for any size of business,,,website,,
https://maddevs.io/delivery-models/,Custom Software Development Company,Collaboration Approaches and Delivery Models | Mad Devs,Expand your development capabilities by choosing proper delivery models for your IT project. Manage your product growth through an effective collaboration model.,,,website,,
https://maddevs.io/software-development-process-consultation/,Custom Software Development Company,Software Development Process Consultation Services,"Accelerate the delivery of features in the product, implement transparency in development processes, and decrease the risk of burnout in an engineering team with development process consulting services.",,,website,,
https://maddevs.io/blog/role-of-brc-20-in-shaping-the-future-of-digital-assets/,Custom Software Development Company,What Is the Role of BRC-20 in Shaping the Future of Digital Assets,"Discover the revolutionary BRC-20 standard for token creation on the Bitcoin blockchain. Learn its workings, advantages, limitations, and impact on the Bitcoin ecosystem.",,,website,,
https://maddevs.io/blog/how-to-build-a-successful-web3-product/,Custom Software Development Company,How to Build a Successful Web 3.0 Product?,Check the article to learn more about Web3 technologies and examples that you can already try. Explore how to build successful Web3 apps.,,,website,,
https://maddevs.io/project-management/,Custom Software Development Company,Project Management Services and Solutions by Mad Devs,Take the risk out of any software development initiative and ensure your IT project's successful completion with project management services by Mad Devs.,,,website,,
